Id,Name,Description,TypeId,DataTypeId,ComputationTypeId,TaxonomyString,LeafNode,ShowOnWebsite
551,DecisivenessMoves,Decisiveness Moves.,7,4,2,4.6.2.1,1,1
552,DecisivenessThreshold,Decisiveness Threshold.,7,4,2,4.6.2.2,1,1
553,LeadChange,LeadChange.,7,4,2,4.6.3,1,1
554,Stability,Stability.,7,4,2,4.6.4,1,1
555,Drama,Drama.,7,1,2,4.6.5,0,1
556,DramaAverage,Drama Average.,7,4,2,4.6.5.1,1,1
557,DramaMedian,Drama Median.,7,4,2,4.6.5.2,1,1
558,DramaMaximum,Drama Maximum.,7,4,2,4.6.5.3,1,1
559,DramaMinimum,Drama Minimum.,7,4,2,4.6.5.4,1,1
560,DramaVariance,Drama Variance.,7,4,2,4.6.5.5,1,1
561,DramaChangeAverage,Drama Change Average.,7,4,2,4.6.5.6,1,1
562,DramaChangeSign,Drama Change Sign.,7,4,2,4.6.5.7,1,1
563,DramaChangeLineBestFit,Drama Change Line Best Fit.,7,4,2,4.6.5.8,1,1
564,DramaChangeNumTimes,Drama Change Num Times.,7,4,2,4.6.5.9,1,1
565,DramaMaxIncrease,Drama Max Increase.,7,4,2,4.6.5.10,1,1
566,DramaMaxDecrease,Drama Max Decrease.,7,4,2,4.6.5.11,1,1
567,MoveEvaluation,Drama.,7,1,2,4.6.6,0,1
568,MoveEvaluationAverage,Move Evaluation Average.,7,4,2,4.6.6.1,1,1
569,MoveEvaluationMedian,Move Evaluation Median.,7,4,2,4.6.6.2,1,1
570,MoveEvaluationMaximum,Move Evaluation Maximum.,7,4,2,4.6.6.3,1,1
571,MoveEvaluationMinimum,Move Evaluation Minimum.,7,4,2,4.6.6.4,1,1
572,MoveEvaluationVariance,Move Evaluation Variance.,7,4,2,4.6.6.5,1,1
573,MoveEvaluationChangeAverage,Move Evaluation Change Average.,7,4,2,4.6.6.6,1,1
574,MoveEvaluationChangeSign,Move Evaluation Change Sign.,7,4,2,4.6.6.7,1,1
575,MoveEvaluationChangeLineBestFit,Move Evaluation Change Line Best Fit.,7,4,2,4.6.6.8,1,1
576,MoveEvaluationChangeNumTimes,Move Evaluation Change Num Times.,7,4,2,4.6.6.9,1,1
577,MoveEvaluationMaxIncrease,Move Evaluation Max Increase.,7,4,2,4.6.6.10,1,1
578,MoveEvaluationMaxDecrease,Move Evaluation Max Decrease.,7,4,2,4.6.6.11,1,1
579,StateEvaluationDifference,Drama.,7,1,2,4.6.7,0,1
580,StateEvaluationDifferenceAverage,State Evaluation Difference Average.,7,4,2,4.6.7.1,1,1
581,StateEvaluationDifferenceMedian,State Evaluation Difference Median.,7,4,2,4.6.7.2,1,1
582,StateEvaluationDifferenceMaximum,State Evaluation Difference Maximum.,7,4,2,4.6.7.3,1,1
583,StateEvaluationDifferenceMinimum,State Evaluation Difference Minimum.,7,4,2,4.6.7.4,1,1
584,StateEvaluationDifferenceVariance,State Evaluation Difference Variance.,7,4,2,4.6.7.5,1,1
585,StateEvaluationDifferenceChangeAverage,State Evaluation Difference Change Average.,7,4,2,4.6.7.6,1,1
586,StateEvaluationDifferenceChangeSign,State Evaluation Difference Change Sign.,7,4,2,4.6.7.7,1,1
587,StateEvaluationDifferenceChangeLineBestFit,State Evaluation Difference Change Line Best Fit.,7,4,2,4.6.7.8,1,1
588,StateEvaluationDifferenceChangeNumTimes,State Evaluation Difference Change Num Times.,7,4,2,4.6.7.9,1,1
589,StateEvaluationDifferenceMaxIncrease,State Evaluation Difference Max Increase.,7,4,2,4.6.7.10,1,1
590,StateEvaluationDifferenceMaxDecrease,State Evaluation Difference Max Decrease.,7,4,2,4.6.7.11,1,1
591,BoardSitesOccupied,Board sites occupied.,7,1,2,4.7,0,1
592,BoardSitesOccupiedAverage,Average percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.1,1,1
593,BoardSitesOccupiedMedian,Median percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.2,1,1
594,BoardSitesOccupiedMaximum,Maximum percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.3,1,1
595,BoardSitesOccupiedMinimum,Minimum percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.4,1,1
596,BoardSitesOccupiedVariance,Variance in percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.5,1,1
597,BoardSitesOccupiedChangeAverage,Change in percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.6,1,1
598,BoardSitesOccupiedChangeSign,Sign Change of board sites which have a piece on it in any given turn.,7,4,2,4.7.7,1,1
599,BoardSitesOccupiedChangeLineBestFit,Line Best Fit Change of board sites which have a piece on it in any given turn.,7,4,2,4.7.8,1,1
600,BoardSitesOccupiedChangeNumTimes,Number of times the change of board sites which have a piece on it in any given turn.,7,4,2,4.7.9,1,1
601,BoardSitesOccupiedMaxIncrease,Max Increase of board sites which have a piece on it in any given turn.,7,4,2,4.7.10,1,1
602,BoardSitesOccupiedMaxDecrease,Max Decrease of board sites which have a piece on it in any given turn.,7,4,2,4.7.11,1,1
603,BranchingFactor,Branching factor.,7,1,2,4.8,0,1
604,BranchingFactorAverage,Average number of possible moves.,7,4,2,4.8.1,1,1
605,BranchingFactorMedian,Median number of possible moves.,7,4,2,4.8.2,1,1
606,BranchingFactorMaximum,Maximum number of possible moves.,7,4,2,4.8.3,1,1
607,BranchingFactorMinimum,Minimum number of possible moves.,7,4,2,4.8.4,1,1
608,BranchingFactorVariance,Variance in number of possible moves.,7,4,2,4.8.5,1,1
609,BranchingFactorChangeAverage,Change in percentage of possible moves.,7,4,2,4.8.6,1,1
610,BranchingFactorChangeSign,Change sign of possible moves.,7,4,2,4.8.7,1,1
611,BranchingFactorChangeLineBestFit,Change line best fit of possible moves.,7,4,2,4.8.8,1,1
612,BranchingFactorChangeNumTimesn,Change num times of possible moves.,7,4,2,4.8.9,1,1
613,BranchingFactorChangeMaxIncrease,Change max increase of possible moves.,7,4,2,4.8.10,1,1
614,BranchingFactorChangeMaxDecrease,Change max decrease of possible moves.,7,4,2,4.8.11,1,1
615,DecisionFactor,Decision factor.,7,1,2,4.9,0,1
616,DecisionFactorAverage,Average number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.1,1,1
617,DecisionFactorMedian,Median number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.2,1,1
618,DecisionFactorMaximum,Maximum number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.3,1,1
619,DecisionFactorMinimum,Minimum number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.4,1,1
620,DecisionFactorVariance,Variance in number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.5,1,1
621,DecisionFactorChangeAverage,Change in percentage of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.6,1,1
622,DecisionFactorChangeSign,Change sign of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.7,1,1
623,DecisionFactorChangeLineBestFit,Change line best fit of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.8,1,1
624,DecisionFactorChangeNumTimes,Change num times of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.9,1,1
625,DecisionFactorMaxIncrease,Max increase of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.10,1,1
626,DecisionFactorMaxDecrease,Max Decrease of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.11,1,1
627,MoveDistance,Move distance.,7,1,2,4.10,0,1
628,MoveDistanceAverage,Average distance traveled by pieces when they move around the board.,7,4,2,4.10.1,1,1
629,MoveDistanceMedian,Median distance traveled by pieces when they move around the board.,7,4,2,4.10.2,1,1
630,MoveDistanceMaximum,Maximum distance traveled by pieces when they move around the board.,7,4,2,4.10.3,1,1
631,MoveDistanceMinimum,Minimum distance traveled by pieces when they move around the board.,7,4,2,4.10.4,1,1
632,MoveDistanceVariance,Variance in distance traveled by pieces when they move around the board.,7,4,2,4.10.5,1,1
633,MoveDistanceChangeAverage,Change average in distance traveled by pieces when they move around the board.,7,4,2,4.10.6,1,1
634,MoveDistanceChangeSign,Change sign in distance traveled by pieces when they move around the board.,7,4,2,4.10.7,1,1
635,MoveDistanceChangeLineBestFit,Change line best fit in distance traveled by pieces when they move around the board.,7,4,2,4.10.8,1,1
636,MoveDistanceChangeNumTimes,Change num times in distance traveled by pieces when they move around the board.,7,4,2,4.10.9,1,1
637,MoveDistanceMaxIncrease,Max increase in distance traveled by pieces when they move around the board.,7,4,2,4.10.10,1,1
638,MoveDistanceMaxDecrease,Max decrease in distance traveled by pieces when they move around the board.,7,4,2,4.10.11,1,1
639,PieceNumber,Piece number.,7,1,2,4.11,0,1
640,PieceNumberAverage,Average number of pieces on the board.,7,4,2,4.11.1,1,1
641,PieceNumberMedian,Median number of pieces on the board.,7,4,2,4.11.2,1,1
642,PieceNumberMaximum,Maximum number of pieces on the board.,7,4,2,4.11.3,1,1
643,PieceNumberMinimum,Minimum number of pieces on the board.,7,4,2,4.11.4,1,1
644,PieceNumberVariance,Variance in number of pieces on the board.,7,4,2,4.11.5,1,1
645,PieceNumberChangeAverage,Change in percentage of pieces on the board.,7,4,2,4.11.6,1,1
646,PieceNumberChangeSign,Change in sign of pieces on the board.,7,4,2,4.11.7,1,1
647,PieceNumberChangeLineBestFit,Change line best fit of pieces on the board.,7,4,2,4.11.8,1,1
648,PieceNumberChangeNumTimes,Change in number of pieces on the board.,7,4,2,4.11.9,1,1
649,PieceNumberMaxIncrease,Max increase of pieces on the board.,7,4,2,4.11.10,1,1
650,PieceNumberMaxDecrease,Max decrease of pieces on the board.,7,4,2,4.11.11,1,1
651,ScoreDifference,Score Difference.,7,1,2,4.12,0,1
652,ScoreDifferenceAverage,Average difference in player scores.,7,4,2,4.12.1,1,1
653,ScoreDifferenceMedian,Median difference in player scores.,7,4,2,4.12.2,1,1
654,ScoreDifferenceMaximum,Maximum difference in player scores.,7,4,2,4.12.3,1,1
655,ScoreDifferenceMinimum,Minimum difference in player scores.,7,4,2,4.12.4,1,1
656,ScoreDifferenceVariance,Variance in difference in player scores.,7,4,2,4.12.5,1,1
657,ScoreDifferenceChangeAverage,Change average in difference in player scores.,7,4,2,4.12.6,1,1
658,ScoreDifferenceChangeSign,Change sign in difference in player scores.,7,4,2,4.12.7,1,1
659,ScoreDifferenceChangeLineBestFit,Change line best fit in difference in player scores.,7,4,2,4.12.8,1,1
660,ScoreDifferenceChangeNumTimes,Change number times in difference in player scores.,7,4,2,4.12.9,1,1
661,ScoreDifferenceMaxIncrease,Max increase in difference in player scores.,7,4,2,4.12.10,1,1
662,ScoreDifferenceMaxDecrease,Max decrease in difference in player scores.,7,4,2,4.12.11,1,1
663,Math,Mathematics.,10,1,1,5,0,0
664,Arithmetic,Arithmetic.,10,1,1,5.1,0,1
665,Operations,Operations.,10,1,1,5.1.1,0,1
666,Addition,Addition operation.,10,1,1,5.1.1.1,1,1
667,Subtraction,Subtraction operation.,10,1,1,5.1.1.2,1,1
668,Multiplication,Multiplication operation.,10,1,1,5.1.1.3,1,1
669,Division,Division operation.,10,1,1,5.1.1.4,1,1
670,Modulo,Modulo operation.,10,1,1,5.1.1.5,1,1
671,Absolute,Absolute operation.,10,1,1,5.1.1.6,1,1
672,Roots,Root operation.,10,1,1,5.1.1.7,1,1
673,Cosine,Cosine operation.,10,1,1,5.1.1.8,1,1
674,Sine,Sine operation.,10,1,1,5.1.1.9,1,1
675,Tangent,Tangent operation.,10,1,1,5.1.1.10,1,1
676,Exponentiation,Exponentiation operation.,10,1,1,5.1.1.11,1,1
677,Exponential,Exponential operation.,10,1,1,5.1.1.12,1,1
678,Logarithm,Logarithm operation.,10,1,1,5.1.1.13,1,1
679,Minimum,Minimum value.,10,1,1,5.1.1.14,1,1
680,Maximum,Maximum value.,10,1,1,5.1.1.15,1,1
681,Comparison,Comparison of numbers.,10,1,1,5.1.2,0,1
682,Equal,= operator.,10,1,1,5.1.2.1,1,1
683,NotEqual,!= operator.,10,1,1,5.1.2.2,1,1
684,LesserThan,< operator.,10,1,1,5.1.2.3,1,1
685,LesserThanOrEqual,<= operator.,10,1,1,5.1.2.4,1,1
686,GreaterThan,> operator.,10,1,1,5.1.2.5,1,1
687,GreaterThanOrEqual,>= operator.,10,1,1,5.1.2.6,1,1
688,Parity,Whether a number is even or odd.,10,1,1,5.1.3,0,1
689,Even,Even values.,10,1,1,5.1.3.1,1,1
690,Odd,Odd values.,10,1,1,5.1.3.2,1,1
691,Logic,Logic operations.,10,1,1,5.2,0,1
692,Conjunction,Conjunction (And).,10,1,1,5.2.1,1,1
693,Disjunction,Disjunction (Or).,10,1,1,5.2.2,1,1
694,ExclusiveDisjunction,Exclusive Disjunction (Xor).,10,1,1,5.2.3,1,1
695,Negation,Negation (Not).,10,1,1,5.2.4,1,1
696,Set,Set operations.,10,1,1,5.3,0,1
697,Union,Union operation.,10,1,1,5.3.1,1,1
698,Intersection,Intersection operation.,10,1,1,5.3.2,1,1
699,Complement,Complement operation (Difference).,10,1,1,5.3.3,1,1
700,Algorithmics,Algorithmic operations.,10,1,1,5.4,0,1
701,ConditionalStatement,Conditional Statement (If).,10,1,1,5.4.1,1,1
702,ControlFlowStatement,Control Flow Statement (For).,10,1,1,5.4.2,1,1
703,Float,Float values.,10,1,1,5.5,1,1
704,Visual,Important visual aspects.,9,1,1,6,0,0
705,Style,Style of game elements.,9,1,1,6.1,0,0
706,BoardStyle,Style of the board.,9,1,1,6.1.1,0,1
707,GraphStyle,Use Graph style.,9,1,1,6.1.1.1,1,1
708,ChessStyle,Use Chess style.,9,1,1,6.1.1.2,1,1
709,GoStyle,Use Go style.,9,1,1,6.1.1.3,1,1
710,MancalaStyle,Use Mancala style.,9,1,1,6.1.1.4,1,1
711,PenAndPaperStyle,Use PenAndPaper style.,9,1,1,6.1.1.5,1,1
712,ShibumiStyle,Use Shibumi style.,9,1,1,6.1.1.6,1,1
713,BackgammonStyle,Use Backgammon style.,9,1,1,6.1.1.7,1,1
714,JanggiStyle,Use Janggi style.,9,1,1,6.1.1.8,1,1
715,XiangqiStyle,Use Xiangqi style.,9,1,1,6.1.1.9,1,1
716,ShogiStyle,Use Shogi style.,9,1,1,6.1.1.10,1,1
717,TableStyle,Use Table style.,9,1,1,6.1.1.11,1,1
718,SurakartaStyle,Use Surakarta style.,9,1,1,6.1.1.12,1,1
719,TaflStyle,Use Tafl style.,9,1,1,6.1.1.13,1,1
720,NoBoard,Board is not shown.,9,1,1,6.1.1.14,1,1
721,ComponentStyle,Style of the component.,9,1,1,6.1.2,0,1
722,AnimalComponent,Use animal components.,9,1,1,6.1.2.1,1,1
723,ChessComponent,Use Chess components.,9,1,1,6.1.2.2,0,1
724,KingComponent,Use Chess components.,9,1,1,6.1.2.2.1,1,1
725,QueenComponent,Use Queen components.,9,1,1,6.1.2.2.2,1,1
726,KnightComponent,Use Knight components.,9,1,1,6.1.2.2.3,1,1
727,RookComponent,Use Rook components.,9,1,1,6.1.2.2.4,1,1
728,BishopComponent,Use Bishop components.,9,1,1,6.1.2.2.5,1,1
729,PawnComponent,Use Pawn components.,9,1,1,6.1.2.2.6,1,1
730,FairyChessComponent,Use fairy Chess components.,9,1,1,6.1.2.3,1,1
731,PloyComponent,Use Ploy components.,9,1,1,6.1.2.4,1,1
732,ShogiComponent,Use Shogi components.,9,1,1,6.1.2.5,1,1
733,XiangqiComponent,Use Xiangqi components.,9,1,1,6.1.2.6,1,1
734,StrategoComponent,Use Stratego components.,9,1,1,6.1.2.7,1,1
735,JanggiComponent,Use Janggi components.,9,1,1,6.1.2.8,1,1
736,HandComponent,Use Hand components.,9,1,1,6.1.2.9,1,1
737,CheckersComponent,Use Checkers components.,9,1,1,6.1.2.10,1,1
738,BallComponent,Use Ball components.,9,1,1,6.1.2.11,1,1
739,TaflComponent,Use Tafl components.,9,1,1,6.1.2.12,1,1
740,DiscComponent,Use Disc components.,9,1,1,6.1.2.13,1,1
741,MarkerComponent,Use Marker components.,9,1,1,6.1.2.14,1,1
742,StackType,Visual of a stack.,9,1,1,6.2,0,1
743,Stack,Stacks of pieces.,9,1,1,6.2.1,1,1
744,Symbols,Symbols on the board.,9,1,1,6.3,1,1
745,ShowPieceValue,Show piece values.,9,1,1,6.4,1,1
746,ShowPieceState,Show piece states.,9,1,1,6.5,1,1
747,Implementation,"Internal implementation details, e.g. for performance predictions.",8,1,1,7,0,0
748,State,State related implementation.,8,1,1,7.1,0,1
749,StateType,Type of state used.,8,1,1,7.1.1,0,1
750,StackState,Use stack state.,8,1,1,7.1.1.1,1,1
751,PieceState,State related information about piece.,8,1,1,7.1.2,0,1
752,SiteState,Use site state.,8,1,1,7.1.2.1,1,1
753,SetSiteState,Set the site state.,8,1,1,7.1.2.2,1,1
754,VisitedSites,Store visited sites in previous moves of a turn.,8,1,1,7.1.2.3,1,1
755,Variable,Use state variable(s).,8,1,1,7.1.3,0,1
756,SetVar,The variable 'var' is set.,8,1,1,7.1.3.1,1,1
757,RememberValues,Some values are remembered.,8,1,1,7.1.3.2,1,1
758,ForgetValues,Some values are forgotten.,8,1,1,7.1.3.3,1,1
759,SetPending,The variable pending is set.,8,1,1,7.1.3.4,1,1
760,InternalCounter,Use internal counter of the state.,8,1,1,7.1.4,0,1
761,SetInternalCounter,Set internal counter of the state.,8,1,1,7.1.4.1,1,1
762,PlayerValue,Use player value.,8,1,1,7.1.5,1,1
763,SetHidden,Hidden information are set.,8,1,1,7.1.6,0,1
764,SetInvisible,Invisibility is set.,8,1,1,7.1.6.1,1,1
765,SetHiddenCount,Hidden count is set.,8,1,1,7.1.6.2,1,1
766,SetHiddenRotation,Hidden rotation is set.,8,1,1,7.1.6.3,1,1
767,SetHiddenState,Hidden state is set.,8,1,1,7.1.6.4,1,1
768,SetHiddenValue,Hidden value is set.,8,1,1,7.1.6.5,1,1
769,SetHiddenWhat,Hidden count are set.,8,1,1,7.1.6.6,1,1
770,SetHiddenWho,Hidden who is set.,8,1,1,7.1.6.7,1,1
771,Efficiency,"Implementation related to efficiency (run on Intel E7-8860, 2.2 GHz, 4GB RAM, Seed = 2077).",8,1,1,7.2,0,0
772,CopyContext,The context can be copied during computation of the moves.,8,1,1,7.2.1,1,1
773,Then,Use consequences moves (then).,8,1,1,7.2.2,1,1
774,ForEachPiece,Describes moves per piece.,8,1,1,7.2.3,1,1
775,DoLudeme,Use a (do ...) ludeme.,8,1,1,7.2.4,1,1
776,Trigger,Use a (trigger ...) ludeme.,8,1,1,7.2.5,1,1
777,PlayoutsPerSecond,Number of playouts computed per second.,8,4,2,7.2.6,1,1
778,MovesPerSecond,Number of moves computed per second.,8,4,2,7.2.7,1,1
779,OutcomeUniformity,Inverse of average per-player variance in outcomes.,7,4,2,4.5.6,1,1
780,AlquerqueBoard,Alquerque board.,11,1,1,2.1.1.4,0,1
781,AlquerqueBoardWithOneTriangle,Alquerque board with one triangle extension.,11,1,1,2.1.1.4.1,1,1
782,AlquerqueBoardWithTwoTriangles,Alquerque board with two triangle extensions.,11,1,1,2.1.1.4.2,1,1
783,AlquerqueBoardWithFourTriangles,Alquerque board with four triangle extensions.,11,1,1,2.1.1.4.3,1,1
784,AlquerqueBoardWithEightTriangles,Alquerque board with eight triangle extensions.,11,1,1,2.1.1.4.4,1,1
785,NineMensMorrisBoard,Nine Men's Morris board.,11,1,1,2.1.1.6,1,1
786,ThreeMensMorrisBoard,Three Men's Morris Board.,11,1,1,2.1.1.5,0,1
787,ThreeMensMorrisBoardWithTwoTriangles,Three Men's Morris Board with two triangle extensions.,11,1,1,2.1.1.5.1,1,1
788,StarBoard,Star board.,11,1,1,2.1.1.7,1,1
789,CrossBoard,Cross board.,11,1,1,2.1.1.8,1,1
790,KintsBoard,Kints board.,11,1,1,2.1.1.9,1,1
791,PachisiBoard,Pachisi board.,11,1,1,2.1.1.10,1,1
792,FortyStonesWithFourGapsBoard,Forty Stones in a circle with four gaps after each 10 stones.,11,1,1,2.1.1.11,1,1
793,DiceD2,Game is played with D2 dice.,12,1,1,2.2.5.1,1,1
794,DiceD3,Game is played with D3 dice.,12,1,1,2.2.5.2,1,1
795,DiceD4,Game is played with D4 dice.,12,1,1,2.2.5.3,1,1
796,DiceD6,Game is played with D6 dice.,12,1,1,2.2.5.4,1,1
797,PlayersWithDirections,Players are using directions.,1,1,1,1.2.2,1,1
798,DurationTurnsStdDev,Number of turns in a game (std dev).,7,4,2,4.2.4,1,1
799,DurationTurnsNotTimeouts,Duration Turns Not Timeouts.,7,4,2,4.2.5,1,1
800,NumStartComponentsBoardPerPlayer,Average number of components on board at start per player.,4,4,2,3.2.11,1,1
801,NumStartComponentsHandPerPlayer,Average number of components in player hands at start per player.,4,4,2,3.2.12,1,1
802,NumStartComponentsPerPlayer,Average number of components at start per player.,4,4,2,3.2.13,1,1
803,IsPieceAt,Occupied site by a specific piece type.,5,1,1,3.3.3.3.7,1,1
804,SolvedEnd,The game ends in solving the puzzle.,6,1,1,3.4.8,1,1
805,SkillTrace,Skill Trace.,7,1,2,4.13,0,1
806,SkillTraceScore,Skill Trace Score.,7,4,2,4.13.1,1,1
807,SkillTraceTrials,Skill Trace Trials.,7,4,2,4.13.2,1,1
808,SkillTraceErrorSlope,Skill Trace Error Slope.,7,4,2,4.13.3,1,1
809,SkillTraceErrorIntercept,Skill Trace Error Intercept.,7,4,2,4.13.4,1,1
